OID_,VALUE,ZONE_CODE,COUNT,AREA,Variable,Dimensions,StdTime,MEAN
19,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2005-01-03 12:00:00,-27.578942091946036
20,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2005-01-03 12:00:00,-24.287925887952721
21,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2005-01-03 12:00:00,-24.665806534065020
22,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2005-01-03 12:00:00,-21.627412172850924
23,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2005-01-03 12:00:00,-27.788480494523114
24,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2005-01-03 12:00:00,-28.002595450482026
25,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2005-01-04 12:00:00,-18.965527023794934
26,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2005-01-04 12:00:00,-18.809216887558733
27,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2005-01-04 12:00:00,-20.890852828457486
28,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2005-01-04 12:00:00,-16.738222433195666
29,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2005-01-04 12:00:00,-20.224161614724192
30,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2005-01-04 12:00:00,-16.862481173949636
31,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2005-01-04 12:00:00,-24.509288552545719
32,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2005-01-04 12:00:00,-20.541066848287016
33,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2005-01-05 12:00:00,-15.542426183903897
34,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2005-01-05 12:00:00,-17.311948544850150
35,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2005-01-05 12:00:00,-18.886268433099048
36,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2005-01-05 12:00:00,-16.236658754695661
37,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2005-01-05 12:00:00,-10.631363578786097
38,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2005-01-05 12:00:00,-15.040354060259133
39,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2005-01-05 12:00:00,-17.122249825030028
40,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2005-01-05 12:00:00,-16.998090966958809
41,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2005-01-06 12:00:00,-17.780355514053390
42,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2005-01-06 12:00:00,-20.994612972563221
43,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2005-01-06 12:00:00,-20.334298394941477
44,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2005-01-06 12:00:00,-16.162296374947289
45,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2005-01-06 12:00:00,-16.509342410001178
46,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2005-01-06 12:00:00,-16.636236439736972
47,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2005-01-06 12:00:00,-23.501292214301728
48,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2005-01-06 12:00:00,-17.441968295033590
49,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2005-01-07 12:00:00,-13.439738384703162
50,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2005-01-07 12:00:00,-19.050798256748763
51,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2005-01-07 12:00:00,-18.723453604629952
52,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2005-01-07 12:00:00,-10.384565941154992
53,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2005-01-07 12:00:00,-12.850325674535075
54,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2005-01-07 12:00:00,-13.704758580284118
55,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2005-01-07 12:00:00,-21.207722856413845
56,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2005-01-07 12:00:00,-14.316515505519298
57,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2005-01-08 12:00:00,-12.214335108755781
58,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2005-01-08 12:00:00,-19.233163846036096
59,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2005-01-08 12:00:00,-19.885965605206877
60,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2005-01-08 12:00:00,-8.834365733123324
61,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2005-01-08 12:00:00,-10.682923562014643
62,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2005-01-08 12:00:00,-12.631727570514625
63,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2005-01-08 12:00:00,-20.804862695733338
64,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2005-01-08 12:00:00,-13.022705722758877
65,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2005-01-09 12:00:00,-13.504376358691911
66,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2005-01-09 12:00:00,-15.752094643835800
67,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2005-01-09 12:00:00,-17.486785910564741
68,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2005-01-09 12:00:00,-14.971589086788910
69,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2005-01-09 12:00:00,-14.002779302118828
70,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2005-01-09 12:00:00,-18.049126380553229
71,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2005-01-09 12:00:00,-19.327708208707097
72,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2005-01-09 12:00:00,-13.825816680808233
73,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2005-01-10 12:00:00,-28.431820451410950
74,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2005-01-10 12:00:00,-32.413027899892640
75,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2005-01-10 12:00:00,-31.732139717045051
76,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2005-01-10 12:00:00,-29.462328485105314
77,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2005-01-10 12:00:00,-24.038407855884682
78,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2005-01-10 12:00:00,-33.564050463784312
79,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2005-01-10 12:00:00,-28.227697506737886
80,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2005-01-10 12:00:00,-29.248149556870462
81,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2005-01-11 12:00:00,-40.337534734284425
82,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2005-01-11 12:00:00,-41.099688607522374
83,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2005-01-11 12:00:00,-40.347775895816497
84,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2005-01-11 12:00:00,-39.044589129714893
85,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2005-01-11 12:00:00,-37.338385377037106
86,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2005-01-11 12:00:00,-43.227698007359514
87,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2005-01-11 12:00:00,-40.795889863160745
88,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2005-01-11 12:00:00,-39.487494819267660
89,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2005-01-12 12:00:00,-50.138280490042192
90,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2005-01-12 12:00:00,-45.960976116772976
91,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2005-01-12 12:00:00,-46.682243999139558
92,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2005-01-12 12:00:00,-47.064158264974715
93,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2005-01-12 12:00:00,-46.037943866172427
94,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2005-01-12 12:00:00,-46.328044379010386
95,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2005-01-12 12:00:00,-49.072957058084505
96,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2005-01-12 12:00:00,-48.667498960172914
97,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2005-01-13 12:00:00,-49.179551125608008
98,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2005-01-13 12:00:00,-47.161893883038339
99,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2005-01-13 12:00:00,-47.902076980330804
100,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2005-01-13 12:00:00,-46.124252936069865
101,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2005-01-13 12:00:00,-47.112306263001116
102,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2005-01-13 12:00:00,-46.399011429099716
103,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2005-01-13 12:00:00,-50.286555699062426
104,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2005-01-13 12:00:00,-49.854781527160931
105,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2005-01-14 12:00:00,-46.665270849253560
106,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2005-01-14 12:00:00,-47.154185210399149
107,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2005-01-14 12:00:00,-47.823497025668026
108,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2005-01-14 12:00:00,-41.717832352965715
109,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2005-01-14 12:00:00,-42.031751699274487
110,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2005-01-14 12:00:00,-43.785268462678566
111,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2005-01-14 12:00:00,-48.801915771802499
112,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2005-01-14 12:00:00,-48.484954523761004
113,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2005-01-15 12:00:00,-38.835217632214096
114,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2005-01-15 12:00:00,-41.715192919401517
115,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2005-01-15 12:00:00,-42.169736760271249
116,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2005-01-15 12:00:00,-33.455259821087623
117,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2005-01-15 12:00:00,-38.022897639459600
118,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2005-01-15 12:00:00,-36.984364415525079
119,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2005-01-15 12:00:00,-40.103643711800821
120,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2005-01-15 12:00:00,-41.547697430590262
121,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2005-01-16 12:00:00,-32.651161525231849
122,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2005-01-16 12:00:00,-31.851578591613741
123,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2005-01-16 12:00:00,-32.413076149060984
124,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2005-01-16 12:00:00,-31.105505535630808
125,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2005-01-16 12:00:00,-31.882216014027062
126,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2005-01-16 12:00:00,-34.439547287625516
127,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2005-01-16 12:00:00,-33.282953947642270
128,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2005-01-16 12:00:00,-32.603237073492174
129,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2005-01-17 12:00:00,-33.665846186620044
130,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2005-01-17 12:00:00,-39.937652700902142
131,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2005-01-17 12:00:00,-33.074670859128979
132,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2005-01-17 12:00:00,-33.915135559492370
133,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2005-01-17 12:00:00,-27.149743332121627
134,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2005-01-17 12:00:00,-42.532342099277301
135,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2005-01-17 12:00:00,-27.152043096684586
136,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2005-01-17 12:00:00,-29.472268777449052
137,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2005-01-18 12:00:00,-41.214539727903876
138,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2005-01-18 12:00:00,-44.938808334985190
139,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2005-01-18 12:00:00,-37.841066323365254
140,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2005-01-18 12:00:00,-40.909046998709798
141,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2005-01-18 12:00:00,-26.517991313197001
142,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2005-01-18 12:00:00,-44.056511969448721
143,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2005-01-18 12:00:00,-27.689509082005145
144,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2005-01-18 12:00:00,-34.095567196373466
145,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2005-01-19 12:00:00,-41.892857682016491
146,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2005-01-19 12:00:00,-46.671297299492551
147,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2005-01-19 12:00:00,-42.742682645523104
148,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2005-01-19 12:00:00,-39.494335860104641
149,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2005-01-19 12:00:00,-28.334345217953533
150,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2005-01-19 12:00:00,-44.441051574134043
151,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2005-01-19 12:00:00,-30.049521188987139
152,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2005-01-19 12:00:00,-38.756905577414528
153,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2005-01-20 12:00:00,-41.557520068835700
154,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2005-01-20 12:00:00,-45.232916160859908
155,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2005-01-20 12:00:00,-41.539451147907563
156,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2005-01-20 12:00:00,-38.687428315156559
157,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2005-01-20 12:00:00,-28.496942485956307
158,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2005-01-20 12:00:00,-40.513261977882308
159,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2005-01-20 12:00:00,-29.300876210337243
160,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2005-01-20 12:00:00,-38.113330122818340
161,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2005-01-21 12:00:00,-31.378137219019493
162,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2005-01-21 12:00:00,-33.392497830424290
163,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2005-01-21 12:00:00,-31.369699264656852
164,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2005-01-21 12:00:00,-27.760896034529452
165,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2005-01-21 12:00:00,-24.314566917141864
166,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2005-01-21 12:00:00,-33.763576386721411
167,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2005-01-21 12:00:00,-24.946051539066655
168,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2005-01-21 12:00:00,-29.144493463727908
169,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2005-01-22 12:00:00,-22.440798956986640
170,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2005-01-22 12:00:00,-22.963176954515237
171,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2005-01-22 12:00:00,-21.127721769057615
172,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2005-01-22 12:00:00,-22.329122104803975
173,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2005-01-22 12:00:00,-20.649635299903586
174,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2005-01-22 12:00:00,-26.941472477210333
175,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2005-01-22 12:00:00,-20.852738206323867
176,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2005-01-22 12:00:00,-20.298046180020613
177,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2005-01-23 12:00:00,-17.922278561853059
178,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2005-01-23 12:00:00,-13.583237908758958
179,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2005-01-23 12:00:00,-15.370995543876166
180,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2005-01-23 12:00:00,-17.857882617955351
181,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2005-01-23 12:00:00,-16.048568039765854
182,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2005-01-23 12:00:00,-19.362419859024993
183,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2005-01-23 12:00:00,-17.575693286309665
184,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2005-01-23 12:00:00,-17.175625776965092
185,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2005-01-24 12:00:00,-18.279622235093182
186,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2005-01-24 12:00:00,-14.482742554827627
187,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2005-01-24 12:00:00,-17.351291296355306
188,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2005-01-24 12:00:00,-19.128079187779147
189,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2005-01-24 12:00:00,-20.266005127030876
190,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2005-01-24 12:00:00,-17.651534866890223
191,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2005-01-24 12:00:00,-18.875825662052950
192,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2005-01-24 12:00:00,-20.996303233272197
193,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2005-01-25 12:00:00,-23.262724711384568
194,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2005-01-25 12:00:00,-16.322324402571077
195,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2005-01-25 12:00:00,-19.298842422014285
196,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2005-01-25 12:00:00,-22.510791888889617
197,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2005-01-25 12:00:00,-21.781959343230447
198,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2005-01-25 12:00:00,-19.106018834530779
199,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2005-01-25 12:00:00,-24.300280807112696
200,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2005-01-25 12:00:00,-23.405625774743722
201,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2005-01-26 12:00:00,-21.428698438382693
202,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2005-01-26 12:00:00,-20.865834179974183
203,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2005-01-26 12:00:00,-21.552360686531973
204,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2005-01-26 12:00:00,-22.625612490000059
205,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2005-01-26 12:00:00,-21.146358271329483
206,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2005-01-26 12:00:00,-21.221887543362829
207,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2005-01-26 12:00:00,-21.233214197667838
208,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2005-01-26 12:00:00,-21.091667126261868
209,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2005-01-27 12:00:00,-21.681048631978669
210,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2005-01-27 12:00:00,-28.525840273096016
211,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2005-01-27 12:00:00,-23.222563847856581
212,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2005-01-27 12:00:00,-21.490320271915508
213,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2005-01-27 12:00:00,-18.336953726459861
214,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2005-01-27 12:00:00,-31.656400089994925
215,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2005-01-27 12:00:00,-17.435199268434008
216,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2005-01-27 12:00:00,-19.676825634320764
217,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2005-01-28 12:00:00,-25.870923794408085
218,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2005-01-28 12:00:00,-35.049394560796578
219,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2005-01-28 12:00:00,-26.961054079820642
220,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2005-01-28 12:00:00,-25.170834055043581
221,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2005-01-28 12:00:00,-18.746201835669957
222,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2005-01-28 12:00:00,-36.025892821975368
223,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2005-01-28 12:00:00,-19.985364875879412
224,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2005-01-28 12:00:00,-21.830709168469063
225,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2005-01-29 12:00:00,-26.868480238146354
226,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2005-01-29 12:00:00,-34.339529951571279
227,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2005-01-29 12:00:00,-27.678970019356996
228,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2005-01-29 12:00:00,-25.844539973975021
229,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2005-01-29 12:00:00,-21.449358954924321
230,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2005-01-29 12:00:00,-36.236628763405527
231,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2005-01-29 12:00:00,-24.462234052586442
232,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2005-01-29 12:00:00,-25.679966920133776
233,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2005-01-30 12:00:00,-23.981050801287580
234,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2005-01-30 12:00:00,-29.274853632363403
235,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2005-01-30 12:00:00,-26.223878484061295
236,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2005-01-30 12:00:00,-23.912595424929687
237,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2005-01-30 12:00:00,-24.006982763888583
238,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2005-01-30 12:00:00,-31.093482653671298
239,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2005-01-30 12:00:00,-24.456670612651454
240,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2005-01-30 12:00:00,-24.772492767481310
241,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2005-01-31 12:00:00,-22.692168904034069
242,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2005-01-31 12:00:00,-25.104209596201908
243,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2005-01-31 12:00:00,-22.907756777980683
244,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2005-01-31 12:00:00,-24.119110370998449
245,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2005-01-31 12:00:00,-18.494464496293855
246,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2005-01-31 12:00:00,-31.369334599225791
247,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2005-01-31 12:00:00,-16.868875368379037
248,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2005-01-31 12:00:00,-22.392108206745608
249,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2005-02-01 12:00:00,-28.128904149162739
